"model_time",".strategy_names","value_names","value","country_sex_year"
508,"base","benefit",385813694.920597,"United Kingdom_Female_14"
509,"base","benefit",385665813.26131,"United Kingdom_Female_14"
510,"base","benefit",385518029.96668,"United Kingdom_Female_14"
511,"base","benefit",385370345.477601,"United Kingdom_Female_14"
512,"base","benefit",385222760.157603,"United Kingdom_Female_14"
513,"base","benefit",385075274.303016,"United Kingdom_Female_14"
514,"base","benefit",384927888.152018,"United Kingdom_Female_14"
515,"base","benefit",384780601.892599,"United Kingdom_Female_14"
516,"base","benefit",384633415.669493,"United Kingdom_Female_14"
517,"base","benefit",373287698.631261,"United Kingdom_Female_14"
518,"base","benefit",373144993.912785,"United Kingdom_Female_14"
519,"base","benefit",373002386.541049,"United Kingdom_Female_14"
520,"base","benefit",372859876.539499,"United Kingdom_Female_14"
521,"base","benefit",372717463.911748,"United Kingdom_Female_14"
522,"base","benefit",372575148.644324,"United Kingdom_Female_14"
523,"base","benefit",372432930.709025,"United Kingdom_Female_14"
524,"base","benefit",372290810.064947,"United Kingdom_Female_14"
525,"base","benefit",372148786.660209,"United Kingdom_Female_14"
526,"base","benefit",372006860.433442,"United Kingdom_Female_14"
527,"base","benefit",371865031.315058,"United Kingdom_Female_14"
528,"base","benefit",371723299.228348,"United Kingdom_Female_14"
529,"base","benefit",360758897.175156,"United Kingdom_Female_14"
530,"base","benefit",360621481.371809,"United Kingdom_Female_14"
531,"base","benefit",360484159.517499,"United Kingdom_Female_14"
532,"base","benefit",360346931.517973,"United Kingdom_Female_14"
533,"base","benefit",360209797.275486,"United Kingdom_Female_14"
534,"base","benefit",360072756.689229,"United Kingdom_Female_14"
535,"base","benefit",359935809.655699,"United Kingdom_Female_14"
536,"base","benefit",359798956.069007,"United Kingdom_Female_14"
537,"base","benefit",359662195.821156,"United Kingdom_Female_14"
538,"base","benefit",359525528.802275,"United Kingdom_Female_14"
539,"base","benefit",359388954.900818,"United Kingdom_Female_14"
540,"base","benefit",359252474.003746,"United Kingdom_Female_14"
541,"base","benefit",348656394.171531,"United Kingdom_Female_14"
542,"base","benefit",348524068.702929,"United Kingdom_Female_14"
543,"base","benefit",348391833.19328,"United Kingdom_Female_14"
544,"base","benefit",348259687.52833,"United Kingdom_Female_14"
545,"base","benefit",348127631.592946,"United Kingdom_Female_14"
546,"base","benefit",347995665.271188,"United Kingdom_Female_14"
547,"base","benefit",347863788.446383,"United Kingdom_Female_14"
548,"base","benefit",347732001.001174,"United Kingdom_Female_14"
549,"base","benefit",347600302.817577,"United Kingdom_Female_14"
550,"base","benefit",347468693.777027,"United Kingdom_Female_14"
551,"base","benefit",347337173.760416,"United Kingdom_Female_14"
552,"base","benefit",347205742.648132,"United Kingdom_Female_14"
553,"base","benefit",332265732.558669,"United Kingdom_Female_14"
554,"base","benefit",332077574.236017,"United Kingdom_Female_14"
555,"base","benefit",331889615.367521,"United Kingdom_Female_14"
556,"base","benefit",331701828.980339,"United Kingdom_Female_14"
557,"base","benefit",331514199.515819,"United Kingdom_Female_14"
558,"base","benefit",331326718.080845,"United Kingdom_Female_14"
559,"base","benefit",331139379.660792,"United Kingdom_Female_14"
560,"base","benefit",330952181.485384,"United Kingdom_Female_14"
561,"base","benefit",330765122.072037,"United Kingdom_Female_14"
562,"base","benefit",330578200.667163,"United Kingdom_Female_14"
563,"base","benefit",330391416.921119,"United Kingdom_Female_14"
564,"base","benefit",330204770.700192,"United Kingdom_Female_14"
565,"base","benefit",320406079.591097,"United Kingdom_Female_14"
566,"base","benefit",320225136.678392,"United Kingdom_Female_14"
567,"base","benefit",320044327.315814,"United Kingdom_Female_14"
568,"base","benefit",319863651.533615,"United Kingdom_Female_14"
569,"base","benefit",319683109.349415,"United Kingdom_Female_14"
570,"base","benefit",319502700.764601,"United Kingdom_Female_14"
571,"base","benefit",319322425.763438,"United Kingdom_Female_14"
572,"base","benefit",319142284.313627,"United Kingdom_Female_14"
573,"base","benefit",318962276.367546,"United Kingdom_Female_14"
574,"base","benefit",318782401.863782,"United Kingdom_Female_14"
575,"base","benefit",318602660.728712,"United Kingdom_Female_14"
576,"base","benefit",318423052.87802,"United Kingdom_Female_14"
577,"base","benefit",308974347.784549,"United Kingdom_Female_14"
578,"base","benefit",308800229.754598,"United Kingdom_Female_14"
579,"base","benefit",308626240.831888,"United Kingdom_Female_14"
580,"base","benefit",308452380.905134,"United Kingdom_Female_14"
581,"base","benefit",308278649.858034,"United Kingdom_Female_14"
582,"base","benefit",308105047.569963,"United Kingdom_Female_14"
583,"base","benefit",307931573.916572,"United Kingdom_Female_14"
584,"base","benefit",307758228.77029,"United Kingdom_Female_14"
585,"base","benefit",307585012.000767,"United Kingdom_Female_14"
586,"base","benefit",307411923.475243,"United Kingdom_Female_14"
587,"base","benefit",307238963.058862,"United Kingdom_Female_14"
588,"base","benefit",307066130.614948,"United Kingdom_Female_14"
589,"base","benefit",297954782.529354,"United Kingdom_Female_14"
590,"base","benefit",297787232.126272,"United Kingdom_Female_14"
591,"base","benefit",297619805.561686,"United Kingdom_Female_14"
592,"base","benefit",297452502.697765,"United Kingdom_Female_14"
593,"base","benefit",297285323.395747,"United Kingdom_Female_14"
594,"base","benefit",297118267.516044,"United Kingdom_Female_14"
595,"base","benefit",296951334.91833,"United Kingdom_Female_14"
596,"base","benefit",296784525.461621,"United Kingdom_Female_14"
597,"base","benefit",296617839.004336,"United Kingdom_Female_14"
598,"base","benefit",296451275.404359,"United Kingdom_Female_14"
599,"base","benefit",296284834.519089,"United Kingdom_Female_14"
600,"base","benefit",296118516.205481,"United Kingdom_Female_14"
601,"base","benefit",287332349.82533,"United Kingdom_Female_14"
602,"base","benefit",287171113.319515,"United Kingdom_Female_14"
603,"base","benefit",287009995.396465,"United Kingdom_Female_14"
604,"base","benefit",286848995.915926,"United Kingdom_Female_14"
605,"base","benefit",286688114.737365,"United Kingdom_Female_14"
606,"base","benefit",286527351.719994,"United Kingdom_Female_14"
607,"base","benefit",286366706.722789,"United Kingdom_Female_14"
608,"base","benefit",286206179.60451,"United Kingdom_Female_14"
609,"base","benefit",286045770.223713,"United Kingdom_Female_14"
610,"base","benefit",285885478.438772,"United Kingdom_Female_14"
611,"base","benefit",285725304.10789,"United Kingdom_Female_14"
612,"base","benefit",285565247.089109,"United Kingdom_Female_14"
613,"base","benefit",229410575.600633,"United Kingdom_Female_14"
614,"base","benefit",229219396.096736,"United Kingdom_Female_14"
615,"base","benefit",229028468.897299,"United Kingdom_Female_14"
616,"base","benefit",228837765.700593,"United Kingdom_Female_14"
617,"base","benefit",228647269.12633,"United Kingdom_Female_14"
618,"base","benefit",228456968.311928,"United Kingdom_Female_14"
619,"base","benefit",228266856.309011,"United Kingdom_Female_14"
620,"base","benefit",228076928.540465,"United Kingdom_Female_14"
621,"base","benefit",227887181.882914,"United Kingdom_Female_14"
622,"base","benefit",227697614.118493,"United Kingdom_Female_14"
623,"base","benefit",227508223.605087,"United Kingdom_Female_14"
624,"base","benefit",227319009.07616,"United Kingdom_Female_14"
625,"base","benefit",220514533.51236,"United Kingdom_Female_14"
626,"base","benefit",220331169.020885,"United Kingdom_Female_14"
627,"base","benefit",220147972.898888,"United Kingdom_Female_14"
628,"base","benefit",219964944.547222,"United Kingdom_Female_14"
629,"base","benefit",219782083.437448,"United Kingdom_Female_14"
630,"base","benefit",219599389.097126,"United Kingdom_Female_14"
631,"base","benefit",219416861.099174,"United Kingdom_Female_14"
632,"base","benefit",219234499.053897,"United Kingdom_Female_14"
633,"base","benefit",219052302.602839,"United Kingdom_Female_14"
634,"base","benefit",218870271.413894,"United Kingdom_Female_14"
635,"base","benefit",218688405.177355,"United Kingdom_Female_14"
636,"base","benefit",218506703.602647,"United Kingdom_Female_14"
637,"base","benefit",211966180.986022,"United Kingdom_Female_14"
638,"base","benefit",211790090.63705,"United Kingdom_Female_14"
639,"base","benefit",211614159.394578,"United Kingdom_Female_14"
640,"base","benefit",211438387.028094,"United Kingdom_Female_14"
641,"base","benefit",211262773.315875,"United Kingdom_Female_14"
642,"base","benefit",211087318.043793,"United Kingdom_Female_14"
643,"base","benefit",210912021.004283,"United Kingdom_Female_14"
644,"base","benefit",210736881.995461,"United Kingdom_Female_14"
645,"base","benefit",210561900.820351,"United Kingdom_Female_14"
646,"base","benefit",210387077.28623,"United Kingdom_Female_14"
647,"base","benefit",210212411.204052,"United Kingdom_Female_14"
648,"base","benefit",210037902.387955,"United Kingdom_Female_14"
649,"base","benefit",203751020.053235,"United Kingdom_Female_14"
650,"base","benefit",203581898.858216,"United Kingdom_Female_14"
651,"base","benefit",203412929.822031,"United Kingdom_Female_14"
652,"base","benefit",203244112.772967,"United Kingdom_Female_14"
653,"base","benefit",203075447.540813,"United Kingdom_Female_14"
654,"base","benefit",202906933.956666,"United Kingdom_Female_14"
655,"base","benefit",202738571.852753,"United Kingdom_Female_14"
656,"base","benefit",202570361.062282,"United Kingdom_Female_14"
657,"base","benefit",202402301.419315,"United Kingdom_Female_14"
658,"base","benefit",202234392.758655,"United Kingdom_Female_14"
659,"base","benefit",202066634.915751,"United Kingdom_Female_14"
660,"base","benefit",201899027.726614,"United Kingdom_Female_14"
661,"base","benefit",195855894.201699,"United Kingdom_Female_14"
662,"base","benefit",195693460.83116,"United Kingdom_Female_14"
663,"base","benefit",195531173.25142,"United Kingdom_Female_14"
664,"base","benefit",195369031.304861,"United Kingdom_Female_14"
665,"base","benefit",195207034.83415,"United Kingdom_Female_14"
666,"base","benefit",195045183.682213,"United Kingdom_Female_14"
667,"base","benefit",194883477.692204,"United Kingdom_Female_14"
668,"base","benefit",194721916.707488,"United Kingdom_Female_14"
669,"base","benefit",194560500.571618,"United Kingdom_Female_14"
670,"base","benefit",194399229.128318,"United Kingdom_Female_14"
671,"base","benefit",194238102.221476,"United Kingdom_Female_14"
672,"base","benefit",194077119.695125,"United Kingdom_Female_14"
673,"base","benefit",183152634.350313,"United Kingdom_Female_14"
674,"base","benefit",182898208.057893,"United Kingdom_Female_14"
675,"base","benefit",182644284.036075,"United Kingdom_Female_14"
676,"base","benefit",182390815.279365,"United Kingdom_Female_14"
677,"base","benefit",182137772.333677,"United Kingdom_Female_14"
678,"base","benefit",181885136.286287,"United Kingdom_Female_14"
679,"base","benefit",181632894.61294,"United Kingdom_Female_14"
680,"base","benefit",181381038.709228,"United Kingdom_Female_14"
681,"base","benefit",181129562.416096,"United Kingdom_Female_14"
682,"base","benefit",180878461.133179,"United Kingdom_Female_14"
683,"base","benefit",180627731.280608,"United Kingdom_Female_14"
684,"base","benefit",180377369.968127,"United Kingdom_Female_14"
685,"base","benefit",174880946.396298,"United Kingdom_Female_14"
686,"base","benefit",174638586.10067,"United Kingdom_Female_14"
687,"base","benefit",174396577.535076,"United Kingdom_Female_14"
688,"base","benefit",174154919.156988,"United Kingdom_Female_14"
689,"base","benefit",173913609.582475,"United Kingdom_Female_14"
690,"base","benefit",173672647.556988,"United Kingdom_Female_14"
691,"base","benefit",173432031.933331,"United Kingdom_Female_14"
692,"base","benefit",173191761.654536,"United Kingdom_Female_14"
693,"base","benefit",172951835.740193,"United Kingdom_Female_14"
694,"base","benefit",172712253.275288,"United Kingdom_Female_14"
695,"base","benefit",172473013.400957,"United Kingdom_Female_14"
696,"base","benefit",172234115.306716,"United Kingdom_Female_14"
697,"base","benefit",166985978.858138,"United Kingdom_Female_14"
698,"base","benefit",166754700.407726,"United Kingdom_Female_14"
699,"base","benefit",166523751.644485,"United Kingdom_Female_14"
700,"base","benefit",166293131.914158,"United Kingdom_Female_14"
701,"base","benefit",166062840.585472,"United Kingdom_Female_14"
702,"base","benefit",165832877.047148,"United Kingdom_Female_14"
703,"base","benefit",165603240.705317,"United Kingdom_Female_14"
704,"base","benefit",165373930.981284,"United Kingdom_Female_14"
705,"base","benefit",165144947.309593,"United Kingdom_Female_14"
706,"base","benefit",164916289.136346,"United Kingdom_Female_14"
707,"base","benefit",164687955.917755,"United Kingdom_Female_14"
708,"base","benefit",164459947.11888,"United Kingdom_Female_14"
709,"base","benefit",159448798.264599,"United Kingdom_Female_14"
710,"base","benefit",159228058.911019,"United Kingdom_Female_14"
711,"base","benefit",159007633.011584,"United Kingdom_Female_14"
712,"base","benefit",158787520.072011,"United Kingdom_Female_14"
713,"base","benefit",158567719.602542,"United Kingdom_Female_14"
714,"base","benefit",158348231.117422,"United Kingdom_Female_14"
715,"base","benefit",158129054.134452,"United Kingdom_Female_14"
716,"base","benefit",157910188.174593,"United Kingdom_Female_14"
717,"base","benefit",157691632.761634,"United Kingdom_Female_14"
718,"base","benefit",157473387.421891,"United Kingdom_Female_14"
719,"base","benefit",157255451.683961,"United Kingdom_Female_14"
720,"base","benefit",157037825.078496,"United Kingdom_Female_14"
721,"base","benefit",152252919.551471,"United Kingdom_Female_14"
722,"base","benefit",152042230.482268,"United Kingdom_Female_14"
723,"base","benefit",151831840.184889,"United Kingdom_Female_14"
724,"base","benefit",151621748.210023,"United Kingdom_Female_14"
725,"base","benefit",151411954.109647,"United Kingdom_Female_14"
726,"base","benefit",151202457.436937,"United Kingdom_Female_14"
727,"base","benefit",150993257.746188,"United Kingdom_Female_14"
728,"base","benefit",150784354.592746,"United Kingdom_Female_14"
729,"base","benefit",150575747.532955,"United Kingdom_Female_14"
730,"base","benefit",150367436.124101,"United Kingdom_Female_14"
731,"base","benefit",150159419.924372,"United Kingdom_Female_14"
732,"base","benefit",149951698.49282,"United Kingdom_Female_14"
733,"base","benefit",141023534.885647,"United Kingdom_Female_14"
734,"base","benefit",140685269.768481,"United Kingdom_Female_14"
735,"base","benefit",140348028.592992,"United Kingdom_Female_14"
736,"base","benefit",140011742.367536,"United Kingdom_Female_14"
737,"base","benefit",139676367.03983,"United Kingdom_Female_14"
738,"base","benefit",139341873.589076,"United Kingdom_Female_14"
739,"base","benefit",139008242.149753,"United Kingdom_Female_14"
740,"base","benefit",138675458.512838,"United Kingdom_Female_14"
741,"base","benefit",138343512.030996,"United Kingdom_Female_14"
742,"base","benefit",138012394.354567,"United Kingdom_Female_14"
743,"base","benefit",137682098.660596,"United Kingdom_Female_14"
744,"base","benefit",137352619.175685,"United Kingdom_Female_14"
745,"base","benefit",133032962.014514,"United Kingdom_Female_14"
746,"base","benefit",132714649.793578,"United Kingdom_Female_14"
747,"base","benefit",132397116.860458,"United Kingdom_Female_14"
748,"base","benefit",132080359.611545,"United Kingdom_Female_14"
749,"base","benefit",131764374.706578,"United Kingdom_Female_14"
750,"base","benefit",131449159.02281,"United Kingdom_Female_14"
751,"base","benefit",131134709.6199,"United Kingdom_Female_14"
752,"base","benefit",130821023.71223,"United Kingdom_Female_14"
753,"base","benefit",130508098.646533,"United Kingdom_Female_14"
754,"base","benefit",130195931.883467,"United Kingdom_Female_14"
755,"base","benefit",129884520.982218,"United Kingdom_Female_14"
756,"base","benefit",129573863.587494,"United Kingdom_Female_14"
757,"base","benefit",125498987.784906,"United Kingdom_Female_14"
758,"base","benefit",125198835.203133,"United Kingdom_Female_14"
759,"base","benefit",124899407.719199,"United Kingdom_Female_14"
760,"base","benefit",124600703.285305,"United Kingdom_Female_14"
761,"base","benefit",124302719.896121,"United Kingdom_Female_14"
762,"base","benefit",124005455.583697,"United Kingdom_Female_14"
763,"base","benefit",123708908.413053,"United Kingdom_Female_14"
764,"base","benefit",123413076.478361,"United Kingdom_Female_14"
765,"base","benefit",123117957.899634,"United Kingdom_Female_14"
766,"base","benefit",122823550.819851,"United Kingdom_Female_14"
767,"base","benefit",122529853.40247,"United Kingdom_Female_14"
768,"base","benefit",122236863.829262,"United Kingdom_Female_14"
769,"base","benefit",118392796.406249,"United Kingdom_Female_14"
770,"base","benefit",118109709.731076,"United Kingdom_Female_14"
771,"base","benefit",117827305.077074,"United Kingdom_Female_14"
772,"base","benefit",117545580.734117,"United Kingdom_Female_14"
773,"base","benefit",117264535.002849,"United Kingdom_Female_14"
774,"base","benefit",116984166.193789,"United Kingdom_Female_14"
775,"base","benefit",116704472.62654,"United Kingdom_Female_14"
776,"base","benefit",116425452.629115,"United Kingdom_Female_14"
777,"base","benefit",116147104.537341,"United Kingdom_Female_14"
778,"base","benefit",115869426.694349,"United Kingdom_Female_14"
779,"base","benefit",115592417.450121,"United Kingdom_Female_14"
780,"base","benefit",115316075.161107,"United Kingdom_Female_14"
781,"base","benefit",111689706.980466,"United Kingdom_Female_14"
782,"base","benefit",111422703.79111,"United Kingdom_Female_14"
783,"base","benefit",111156343.378617,"United Kingdom_Female_14"
784,"base","benefit",110890624.169516,"United Kingdom_Female_14"
785,"base","benefit",110625544.59534,"United Kingdom_Female_14"
786,"base","benefit",110361103.092459,"United Kingdom_Female_14"
787,"base","benefit",110097298.101936,"United Kingdom_Female_14"
788,"base","benefit",109834128.069397,"United Kingdom_Female_14"
789,"base","benefit",109571591.444926,"United Kingdom_Female_14"
790,"base","benefit",109309686.68296,"United Kingdom_Female_14"
791,"base","benefit",109048412.242209,"United Kingdom_Female_14"
792,"base","benefit",108787766.585581,"United Kingdom_Female_14"
793,"base","benefit",101281675.942342,"United Kingdom_Female_14"
794,"base","benefit",100826665.230347,"United Kingdom_Female_14"
795,"base","benefit",100374030.816143,"United Kingdom_Female_14"
796,"base","benefit",99923659.3594526,"United Kingdom_Female_14"
797,"base","benefit",99475475.6116042,"United Kingdom_Female_14"
798,"base","benefit",99029427.3941319,"United Kingdom_Female_14"
799,"base","benefit",98585476.677448,"United Kingdom_Female_14"
800,"base","benefit",98143594.2581132,"United Kingdom_Female_14"
801,"base","benefit",97703756.5625011,"United Kingdom_Female_14"
802,"base","benefit",97265943.7098821,"United Kingdom_Female_14"
803,"base","benefit",96830138.3239358,"United Kingdom_Female_14"
804,"base","benefit",96396324.7911501,"United Kingdom_Female_14"
805,"base","benefit",93169406.5901455,"United Kingdom_Female_14"
806,"base","benefit",92752055.3108988,"United Kingdom_Female_14"
807,"base","benefit",92336598.8005242,"United Kingdom_Female_14"
808,"base","benefit",91923025.4562807,"United Kingdom_Female_14"
809,"base","benefit",91511324.1762017,"United Kingdom_Female_14"
810,"base","benefit",91101484.280641,"United Kingdom_Female_14"
811,"base","benefit",90693495.4511561,"United Kingdom_Female_14"
812,"base","benefit",90287347.6815807,"United Kingdom_Female_14"
813,"base","benefit",89883031.2379934,"United Kingdom_Female_14"
814,"base","benefit",89480536.625407,"United Kingdom_Female_14"
815,"base","benefit",89079854.5597005,"United Kingdom_Female_14"
816,"base","benefit",88680975.9437511,"United Kingdom_Female_14"
817,"base","benefit",85712516.3563123,"United Kingdom_Female_14"
818,"base","benefit",85328731.541638,"United Kingdom_Female_14"
819,"base","benefit",84946672.056959,"United Kingdom_Female_14"
820,"base","benefit",84566329.6235989,"United Kingdom_Female_14"
821,"base","benefit",84187696.0690275,"United Kingdom_Female_14"
822,"base","benefit",83810763.3172768,"United Kingdom_Female_14"
823,"base","benefit",83435523.3806144,"United Kingdom_Female_14"
824,"base","benefit",83061968.3523023,"United Kingdom_Female_14"
825,"base","benefit",82690090.4002947,"United Kingdom_Female_14"
826,"base","benefit",82319881.7617495,"United Kingdom_Female_14"
827,"base","benefit",81951334.7382444,"United Kingdom_Female_14"
828,"base","benefit",81584441.691605,"United Kingdom_Female_14"
829,"base","benefit",78853587.4177319,"United Kingdom_Female_14"
830,"base","benefit",78500570.1515328,"United Kingdom_Female_14"
831,"base","benefit",78149136.7587894,"United Kingdom_Female_14"
832,"base","benefit",77799280.0266028,"United Kingdom_Female_14"
833,"base","benefit",77450992.7868116,"United Kingdom_Female_14"
834,"base","benefit",77104267.9141756,"United Kingdom_Female_14"
835,"base","benefit",76759098.3247813,"United Kingdom_Female_14"
836,"base","benefit",76415476.974639,"United Kingdom_Female_14"
837,"base","benefit",76073396.8584465,"United Kingdom_Female_14"
838,"base","benefit",75732851.0084978,"United Kingdom_Female_14"
839,"base","benefit",75393832.4937175,"United Kingdom_Female_14"
840,"base","benefit",75056334.4188045,"United Kingdom_Female_14"
841,"base","benefit",72544029.0519137,"United Kingdom_Female_14"
842,"base","benefit",72219293.3803536,"United Kingdom_Female_14"
843,"base","benefit",71896013.9819986,"United Kingdom_Female_14"
844,"base","benefit",71574184.2946726,"United Kingdom_Female_14"
845,"base","benefit",71253797.7879402,"United Kingdom_Female_14"
846,"base","benefit",70934847.9626776,"United Kingdom_Female_14"
847,"base","benefit",70617328.3506818,"United Kingdom_Female_14"
848,"base","benefit",70301232.5143154,"United Kingdom_Female_14"
849,"base","benefit",69986554.0461811,"United Kingdom_Female_14"
850,"base","benefit",69673286.5688227,"United Kingdom_Female_14"
851,"base","benefit",69361423.7344491,"United Kingdom_Female_14"
852,"base","benefit",69050959.2246777,"United Kingdom_Female_14"
853,"base","benefit",63892328.1448562,"United Kingdom_Female_14"
854,"base","benefit",63347859.9167738,"United Kingdom_Female_14"
855,"base","benefit",62808445.8480958,"United Kingdom_Female_14"
856,"base","benefit",62273914.3861382,"United Kingdom_Female_14"
857,"base","benefit",61744142.0500546,"United Kingdom_Female_14"
858,"base","benefit",61219034.6677458,"United Kingdom_Female_14"
859,"base","benefit",60698516.2202653,"United Kingdom_Female_14"
860,"base","benefit",60182522.1754499,"United Kingdom_Female_14"
861,"base","benefit",59670995.4754039,"United Kingdom_Female_14"
862,"base","benefit",59163884.0968539,"United Kingdom_Female_14"
863,"base","benefit",58661139.5471285,"United Kingdom_Female_14"
864,"base","benefit",58162715.9195997,"United Kingdom_Female_14"
865,"base","benefit",55988902.2195438,"United Kingdom_Female_14"
866,"base","benefit",55513259.5093286,"United Kingdom_Female_14"
867,"base","benefit",55041688.245681,"United Kingdom_Female_14"
868,"base","benefit",54574149.6439581,"United Kingdom_Female_14"
869,"base","benefit",54110605.8502997,"United Kingdom_Female_14"
870,"base","benefit",53651019.8337301,"United Kingdom_Female_14"
871,"base","benefit",53195355.3008647,"United Kingdom_Female_14"
872,"base","benefit",52743576.6266914,"United Kingdom_Female_14"
873,"base","benefit",52295648.7972105,"United Kingdom_Female_14"
874,"base","benefit",51851537.3611339,"United Kingdom_Female_14"
875,"base","benefit",51411208.3887171,"United Kingdom_Female_14"
876,"base","benefit",50974628.4363517,"United Kingdom_Female_14"
877,"base","benefit",49069674.2872869,"United Kingdom_Female_14"
878,"base","benefit",48652994.2408075,"United Kingdom_Female_14"
879,"base","benefit",48239859.1639208,"United Kingdom_Female_14"
880,"base","benefit",47830238.2130316,"United Kingdom_Female_14"
881,"base","benefit",47424100.9008368,"United Kingdom_Female_14"
882,"base","benefit",47021417.0808978,"United Kingdom_Female_14"
883,"base","benefit",46622156.9339902,"United Kingdom_Female_14"
884,"base","benefit",46226290.9559912,"United Kingdom_Female_14"
885,"base","benefit",45833789.9471027,"United Kingdom_Female_14"
886,"base","benefit",45444625.0022325,"United Kingdom_Female_14"
887,"base","benefit",45058767.5023834,"United Kingdom_Female_14"
888,"base","benefit",44676189.1069194,"United Kingdom_Female_14"
889,"base","benefit",43006661.8898972,"United Kingdom_Female_14"
890,"base","benefit",42641512.249752,"United Kingdom_Female_14"
891,"base","benefit",42279465.2175373,"United Kingdom_Female_14"
892,"base","benefit",41920494.2974544,"United Kingdom_Female_14"
893,"base","benefit",41564573.2357949,"United Kingdom_Female_14"
894,"base","benefit",41211676.0166734,"United Kingdom_Female_14"
895,"base","benefit",40861776.8580861,"United Kingdom_Female_14"
896,"base","benefit",40514850.2082562,"United Kingdom_Female_14"
897,"base","benefit",40170870.7422281,"United Kingdom_Female_14"
898,"base","benefit",39829813.3586824,"United Kingdom_Female_14"
899,"base","benefit",39491653.1769422,"United Kingdom_Female_14"
900,"base","benefit",39156365.5341493,"United Kingdom_Female_14"
901,"base","benefit",37693132.0219301,"United Kingdom_Female_14"
902,"base","benefit",37373116.7836325,"United Kingdom_Female_14"
903,"base","benefit",37055819.8280217,"United Kingdom_Female_14"
904,"base","benefit",36741218.0316958,"United Kingdom_Female_14"
905,"base","benefit",36429288.4708718,"United Kingdom_Female_14"
906,"base","benefit",36120008.4192935,"United Kingdom_Female_14"
907,"base","benefit",35813355.3462088,"United Kingdom_Female_14"
908,"base","benefit",35509306.9144095,"United Kingdom_Female_14"
909,"base","benefit",35207840.9783266,"United Kingdom_Female_14"
910,"base","benefit",34908935.5821764,"United Kingdom_Female_14"
911,"base","benefit",34612568.9581509,"United Kingdom_Female_14"
912,"base","benefit",34318719.5246507,"United Kingdom_Female_14"
913,"base","benefit",31737806.1270007,"United Kingdom_Female_14"
914,"base","benefit",31468345.4117702,"United Kingdom_Female_14"
915,"base","benefit",31201175.302635,"United Kingdom_Female_14"
916,"base","benefit",30936276.0896879,"United Kingdom_Female_14"
917,"base","benefit",30673628.2590529,"United Kingdom_Female_14"
918,"base","benefit",30413212.4881286,"United Kingdom_Female_14"
919,"base","benefit",30155009.6411739,"United Kingdom_Female_14"
920,"base","benefit",29899000.7652085,"United Kingdom_Female_14"
921,"base","benefit",29645167.0862047,"United Kingdom_Female_14"
922,"base","benefit",29393490.0055437,"United Kingdom_Female_14"
923,"base","benefit",29143951.0967156,"United Kingdom_Female_14"
924,"base","benefit",28896532.1022408,"United Kingdom_Female_14"
925,"base","benefit",27816713.5250404,"United Kingdom_Female_14"
926,"base","benefit",27580564.7131038,"United Kingdom_Female_14"
927,"base","benefit",27346421.850885,"United Kingdom_Female_14"
928,"base","benefit",27114267.8428501,"United Kingdom_Female_14"
929,"base","benefit",26884085.7452114,"United Kingdom_Female_14"
930,"base","benefit",26655858.7638651,"United Kingdom_Female_14"
931,"base","benefit",26429570.2524347,"United Kingdom_Female_14"
932,"base","benefit",26205203.7104114,"United Kingdom_Female_14"
933,"base","benefit",25982742.7813796,"United Kingdom_Female_14"
934,"base","benefit",25762171.2513221,"United Kingdom_Female_14"
935,"base","benefit",25543473.0469937,"United Kingdom_Female_14"
936,"base","benefit",25326632.2343595,"United Kingdom_Female_14"
937,"base","benefit",24380226.2301841,"United Kingdom_Female_14"
938,"base","benefit",24173261.8787437,"United Kingdom_Female_14"
939,"base","benefit",23968055.206966,"United Kingdom_Female_14"
940,"base","benefit",23764591.2714012,"United Kingdom_Female_14"
941,"base","benefit",23562855.2569043,"United Kingdom_Female_14"
942,"base","benefit",23362832.4753813,"United Kingdom_Female_14"
943,"base","benefit",23164508.3645662,"United Kingdom_Female_14"
944,"base","benefit",22967868.4868262,"United Kingdom_Female_14"
945,"base","benefit",22772898.5279923,"United Kingdom_Female_14"
946,"base","benefit",22579584.2962143,"United Kingdom_Female_14"
947,"base","benefit",22387911.7208367,"United Kingdom_Female_14"
948,"base","benefit",22197866.851295,"United Kingdom_Female_14"
949,"base","benefit",21368384.3262439,"United Kingdom_Female_14"
950,"base","benefit",21186995.1664329,"United Kingdom_Female_14"
951,"base","benefit",21007146.3599481,"United Kingdom_Female_14"
952,"base","benefit",20828824.8185551,"United Kingdom_Female_14"
953,"base","benefit",20652017.5655037,"United Kingdom_Female_14"
954,"base","benefit",20476711.7345489,"United Kingdom_Female_14"
955,"base","benefit",20302894.5689839,"United Kingdom_Female_14"
956,"base","benefit",20130553.420685,"United Kingdom_Female_14"
957,"base","benefit",19959675.7491678,"United Kingdom_Female_14"
958,"base","benefit",19790249.1206541,"United Kingdom_Female_14"
959,"base","benefit",19622261.2071488,"United Kingdom_Female_14"
960,"base","benefit",19455699.7855272,"United Kingdom_Female_14"
1,"invest","benefit",1195270754.23497,"United Kingdom_Female_14"
2,"invest","benefit",1195421105.15438,"United Kingdom_Female_14"
3,"invest","benefit",1195504798.05195,"United Kingdom_Female_14"
4,"invest","benefit",1195532733.95071,"United Kingdom_Female_14"
5,"invest","benefit",1195514882.71644,"United Kingdom_Female_14"
6,"invest","benefit",1195460517.39732,"United Kingdom_Female_14"
7,"invest","benefit",1195377088.60489,"United Kingdom_Female_14"
